# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3615,7509886,K00678.02,Kepler-211 b,CONFIRMED,4.138528250,1.7560000e-05,-1.7560000e-05,132.0188200,3.520000e-03,-3.520000e-03,2.28100,0.10500,-0.10500,2.5650e+02,1.460e+01,-1.460e+01,1.30,1.000e-01,-6.000e-02,5297.00,95.00,-116.00,4.578,0.014,-0.081,0.8250,0.0680,-0.0340,0.9380,0.0270,-0.0770
3616,10002866,K00723.01,Kepler-222 b,CONFIRMED,3.936993144,4.4570000e-06,-4.4570000e-06,169.6505920,9.030000e-04,-9.030000e-04,1.88700,0.03870,-0.03870,1.2660e+03,2.460e+01,-2.460e+01,3.36,7.400e-01,-2.500e-01,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3617,10002866,K00723.02,Kepler-222 d,CONFIRMED,28.081859820,6.9720000e-05,-6.9720000e-05,194.9169600,1.940000e-03,-1.940000e-03,4.52880,0.07850,-0.07850,1.8403e+03,3.880e+01,-3.880e+01,3.63,8.000e-01,-2.700e-01,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3618,6678383,K00111.02,Kepler-104 c,CONFIRMED,23.668346350,3.0030000e-05,-3.0030000e-05,132.7142100,1.040000e-03,-1.040000e-03,5.82970,0.03780,-0.03780,4.4940e+02,4.200e+00,-4.200e+00,2.32,3.100e-01,-2.600e-01,5979.00,108.00,-120.00,4.394,0.110,-0.110,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580
3619,10002866,K00723.03,Kepler-222 c,CONFIRMED,10.088810660,1.1770000e-05,-1.1770000e-05,173.0833530,9.210000e-04,-9.210000e-04,1.77260,0.08740,-0.08740,1.9959e+03,4.390e+01,-4.390e+01,4.71,1.040e+00,-3.500e-01,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3620,2577353,K07635.01,,CANDIDATE,60.458443000,1.8000000e-03,-1.8000000e-03,136.3553000,2.520000e-02,-2.520000e-02,8.43000,1.10000,-1.10000,1.7520e+02,2.650e+01,-2.650e+01,1.59,4.600e-01,-3.100e-01,5865.00,158.00,-176.00,4.297,0.175,-0.175,1.1810,0.3450,-0.2300,1.0080,0.1400,-0.1150
3621,10005020,K00724.01,,FALSE POSITIVE,6.971069190,1.8410000e-05,-1.8410000e-05,174.7030500,2.020000e-03,-2.020000e-03,3.91250,0.07010,-0.07010,4.5280e+02,1.250e+01,-1.250e+01,2.07,5.700e-01,-2.000e-01,5871.00,156.00,-191.00,4.493,0.048,-0.204,0.9830,0.2700,-0.0960,1.0970,0.1000,-0.1500
3622,3541946,K00624.03,Kepler-198 d,CONFIRMED,1.311842968,2.0210000e-06,-2.0210000e-06,133.1105800,1.240000e-03,-1.240000e-03,1.78760,0.04120,-0.04120,2.4510e+02,6.500e+00,-6.500e+00,1.43,1.900e-01,-1.000e-01,5569.00,111.00,-111.00,4.474,0.059,-0.110,0.9270,0.1220,-0.0660,0.9350,0.0570,-0.0570
3623,4449034,K00625.01,,FALSE POSITIVE,38.138530990,7.7800000e-05,-7.7800000e-05,180.4374800,1.620000e-03,-1.620000e-03,3.86170,0.08180,-0.08180,1.2302e+03,2.530e+01,-2.530e+01,68.75,1.652e+01,-3.069e+01,6481.00,155.00,-214.00,3.861,0.405,-0.135,2.3430,0.5630,-1.0460,1.4560,0.1970,-0.3380
3624,4478168,K00626.01,Kepler-624 b,CONFIRMED,14.586498560,2.8490000e-05,-2.8490000e-05,172.2218500,1.650000e-03,-1.650000e-03,4.02490,0.05590,-0.05590,3.7870e+02,7.700e+00,-7.700e+00,2.45,3.900e-01,-3.900e-01,6063.00,121.00,-133.00,4.290,0.137,-0.112,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
3625,4478168,K00626.02,,CANDIDATE,8.029201800,8.2950000e-05,-8.2950000e-05,132.8283000,8.270000e-03,-8.270000e-03,3.46200,0.32200,-0.32200,6.5600e+01,6.900e+00,-6.900e+00,0.99,1.600e-01,-1.600e-01,6063.00,121.00,-133.00,4.290,0.137,-0.112,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
3626,2854839,K07639.01,,FALSE POSITIVE,1.055692860,2.1460000e-05,-2.1460000e-05,131.5576000,1.590000e-02,-1.590000e-02,1.28900,0.55500,-0.55500,3.7500e+01,9.300e+00,-9.300e+00,0.45,4.000e-02,-4.000e-02,4955.00,176.00,-176.00,4.561,0.061,-0.050,0.7510,0.0720,-0.0720,0.7480,0.0850,-0.0640
3627,4563268,K00627.01,Kepler-625 b,CONFIRMED,7.751927550,1.0670000e-05,-1.0670000e-05,176.1719700,1.120000e-03,-1.120000e-03,3.54130,0.03530,-0.03530,4.0730e+02,5.700e+00,-5.700e+00,1.89,2.600e-01,-9.000e-02,5604.00,101.00,-124.00,4.520,0.028,-0.112,0.9120,0.1270,-0.0420,1.0040,0.0430,-0.0810
3628,7515212,K00679.01,Kepler-212 c,CONFIRMED,31.804759910,9.0450000e-05,-9.0450000e-05,190.2541300,2.240000e-03,-2.240000e-03,8.69900,0.12200,-0.12200,3.6060e+02,5.200e+00,-5.200e+00,2.99,4.700e-01,-5.700e-01,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
3629,7515212,K00679.02,Kepler-212 b,CONFIRMED,16.258027600,2.8790000e-04,-2.8790000e-04,139.6381000,1.220000e-02,-1.220000e-02,6.37500,0.41600,-0.41600,4.7000e+01,4.600e+00,-4.600e+00,0.92,1.500e-01,-1.700e-01,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
3630,7529266,K00680.01,Kepler-435 b,CONFIRMED,8.600153929,1.5320000e-06,-1.5320000e-06,177.6424210,1.430000e-04,-1.430000e-04,9.00150,0.01660,-0.01660,4.5102e+03,4.800e+00,-4.800e+00,26.52,3.600e+00,-9.360e+00,6093.00,82.00,-82.00,3.475,0.285,-0.095,3.9130,0.5310,-1.3810,1.6670,0.1500,-0.3510
3631,11553706,K00009.01,,FALSE POSITIVE,3.719809197,9.3900000e-07,-9.3900000e-07,135.0682980,2.060000e-04,-2.060000e-04,3.53170,0.01050,-0.01050,2.9582e+03,1.010e+01,-1.010e+01,87.21,1.661e+01,-2.845e+01,6284.00,160.00,-160.00,3.813,0.292,-0.097,2.3480,0.4470,-0.7660,1.3090,0.2390,-0.2390
3632,2449053,K07633.01,,FALSE POSITIVE,0.739753450,1.4910000e-06,-1.4910000e-06,131.8173900,1.620000e-03,-1.620000e-03,4.20000,1.70000,-1.70000,4.8180e+02,4.030e+01,-4.030e+01,2.09,4.200e-01,-2.500e-01,5271.00,174.00,-158.00,4.436,0.104,-0.156,0.9350,0.1900,-0.1110,0.8690,0.0820,-0.0680
3633,10489525,K00106.01,,FALSE POSITIVE,1.612249049,4.3540000e-06,-4.3540000e-06,131.8520400,2.310000e-03,-2.310000e-03,4.23500,0.13000,-0.13000,1.5400e+02,4.100e+00,-4.100e+00,50.98,1.063e+01,-1.729e+01,6732.00,187.00,-234.00,3.793,0.292,-0.097,2.5690,0.5360,-0.8710,1.4950,0.2490,-0.2490
3634,7598128,K00681.01,,FALSE POSITIVE,44.258173075,7.5630000e-06,-7.5630000e-06,188.4955370,1.270000e-04,-1.270000e-04,7.58264,0.00849,-0.00849,2.0542e+04,2.210e+01,-2.210e+01,37.38,7.040e+00,-1.306e+01,6544.00,162.00,-179.00,3.839,0.292,-0.097,2.3260,0.4380,-0.8130,1.3640,0.2330,-0.2570
3635,11858979,K04062.01,,FALSE POSITIVE,3.059339060,7.2500000e-05,-7.2500000e-05,131.7541000,1.940000e-02,-1.940000e-02,1.73320,0.06580,-0.06580,1.1692e+03,3.680e+01,-3.680e+01,36.00,1.097e+01,-5.900e+00,6238.00,197.00,-241.00,4.337,0.132,-0.198,1.1160,0.3400,-0.1830,0.9860,0.1600,-0.1070
3636,5900390,K04063.01,,FALSE POSITIVE,0.624677585,2.0040000e-06,-2.0040000e-06,131.8663000,2.620000e-03,-2.620000e-03,2.41100,0.10400,-0.10400,3.7300e+01,1.500e+00,-1.500e+00,1.28,5.300e-01,-3.300e-01,9653.00,272.00,-467.00,4.191,0.144,-0.216,1.9960,0.8310,-0.5120,2.2560,0.3960,-0.5440
3637,5444334,K04064.01,,FALSE POSITIVE,0.759763198,3.5840000e-06,-3.5840000e-06,131.7881600,3.780000e-03,-3.780000e-03,3.08300,0.12100,-0.12100,2.0250e+02,8.100e+00,-8.100e+00,1.20,2.400e-01,-1.000e-01,5520.00,166.00,-182.00,4.572,0.034,-0.136,0.8180,0.1640,-0.0700,0.9170,0.0740,-0.1110
3638,10139620,K04065.01,,FALSE POSITIVE,372.373690000,2.0210000e-02,-2.0210000e-02,138.0835000,3.620000e-02,-3.620000e-02,12.33000,1.30000,-1.30000,6.6610e+02,7.890e+01,-7.890e+01,2.68,1.200e+00,-2.500e-01,6109.00,152.00,-211.00,4.455,0.045,-0.299,1.0290,0.4620,-0.0930,1.0990,0.2200,-0.1370
3639,8686373,K04066.01,Kepler-1936 b,CONFIRMED,126.557190000,1.2170000e-03,-1.2170000e-03,145.6973600,8.720000e-03,-8.720000e-03,8.07900,0.54800,-0.54800,3.6640e+02,1.640e+01,-1.640e+01,4.59,1.440e+00,-1.430e+00,6501.00,179.00,-247.00,4.054,0.231,-0.189,1.8540,0.5780,-0.5780,1.4190,0.2100,-0.2560
3640,5386264,K04135.01,,FALSE POSITIVE,12.435190544,,,140.8323906,,,3.83050,,,7.1900e+01,,,0.52,5.000e-02,-4.000e-02,4756.00,141.00,-141.00,4.676,0.032,-0.054,0.6200,0.0680,-0.0400,0.6670,0.0640,-0.0580
3641,3867615,K02289.02,Kepler-379 b,CONFIRMED,20.098367600,1.2380000e-04,-1.2380000e-04,207.5775700,4.800000e-03,-4.800000e-03,5.20700,0.14400,-0.14400,1.5780e+02,8.800e+00,-8.800e+00,1.58,2.700e-01,-2.200e-01,6053.00,121.00,-133.00,4.279,0.120,-0.120,1.2600,0.2170,-0.1770,1.0980,0.1000,-0.0810
3642,3218844,K07646.01,,FALSE POSITIVE,85.112898000,1.0540000e-03,-1.0540000e-03,171.8254000,9.870000e-03,-9.870000e-03,2.50300,0.27200,-0.27200,5.1380e+02,7.900e+01,-7.900e+01,2.21,7.200e-01,-2.400e-01,6018.00,169.00,-211.00,4.485,0.054,-0.216,0.9750,0.3180,-0.1060,1.0580,0.1340,-0.1340
3643,7256914,K04136.01,,CANDIDATE,2.417500210,2.1560000e-05,-2.1560000e-05,133.8058400,7.480000e-03,-7.480000e-03,4.33000,0.22000,-0.22000,5.8200e+01,4.200e+00,-4.200e+00,1.19,1.900e-01,-2.500e-01,5575.00,83.00,-75.00,4.189,0.188,-0.101,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
3644,7256914,K04136.02,,CANDIDATE,4.033574340,4.4040000e-05,-4.4040000e-05,134.2327500,8.720000e-03,-8.720000e-03,5.88600,0.21900,-0.21900,6.6200e+01,4.600e+00,-4.600e+00,1.23,1.900e-01,-2.600e-01,5575.00,83.00,-75.00,4.189,0.188,-0.101,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
3645,3542222,K04137.01,,FALSE POSITIVE,0.504426087,3.3900000e-07,-3.3900000e-07,131.8948250,5.980000e-04,-5.980000e-04,1.62760,0.03160,-0.03160,6.1450e+02,9.400e+00,-9.400e+00,33.96,8.560e+00,-4.600e+00,6043.00,182.00,-182.00,4.452,0.116,-0.174,0.9010,0.2270,-0.1220,0.8370,0.0990,-0.0720
3646,6871071,K02220.04,,CANDIDATE,7.664629130,7.2960000e-05,-7.2960000e-05,137.3834200,7.070000e-03,-7.070000e-03,3.61400,0.18900,-0.18900,1.1410e+02,9.300e+00,-9.300e+00,1.60,2.500e-01,-3.700e-01,5640.00,85.00,-77.00,4.087,0.203,-0.087,1.5150,0.2360,-0.3530,1.0240,0.0930,-0.0840
3647,5530112,K04067.01,Kepler-1937 b,CONFIRMED,9.688721600,6.1200000e-04,-6.1200000e-04,131.8295000,5.140000e-02,-5.140000e-02,2.00000,0.10200,-0.10200,6.5550e+02,4.410e+01,-4.410e+01,3.09,1.100e+00,-3.700e-01,6457.00,179.00,-246.00,4.358,0.072,-0.217,1.1960,0.4280,-0.1430,1.1900,0.1810,-0.1630
3648,6226908,K04068.01,Kepler-1546 b,CONFIRMED,19.597317000,1.5280000e-04,-1.5280000e-04,135.2652600,8.080000e-03,-8.080000e-03,4.50800,0.14300,-0.14300,1.0141e+03,4.920e+01,-4.920e+01,3.78,1.090e+00,-6.700e-01,5569.00,182.00,-182.00,4.368,0.158,-0.193,1.0190,0.2940,-0.1810,0.8830,0.1200,-0.0740
3649,5906694,K04069.01,Kepler-1938 b,CONFIRMED,13.062435450,7.1240000e-05,-7.1240000e-05,144.1842600,4.130000e-03,-4.130000e-03,3.24400,0.13000,-0.13000,4.6430e+02,2.540e+01,-2.540e+01,1.36,1.100e-01,-1.200e-01,4522.00,136.00,-136.00,4.615,0.049,-0.025,0.6550,0.0520,-0.0580,0.6460,0.0710,-0.0510
3650,10186945,K04070.01,,FALSE POSITIVE,0.793663156,1.3900000e-06,-1.3900000e-06,131.7906500,1.530000e-03,-1.530000e-03,0.82440,0.05160,-0.05160,1.8620e+02,9.600e+00,-9.600e+00,1.14,1.100e-01,-1.000e-01,5077.00,167.00,-137.00,4.533,0.054,-0.072,0.8250,0.0830,-0.0740,0.8490,0.0580,-0.0710
3651,4636565,K04138.01,,FALSE POSITIVE,2.814013020,5.1750000e-05,-5.1750000e-05,133.0785000,2.010000e-02,-2.010000e-02,5.80100,0.15900,-0.15900,5.5700e+01,1.900e+00,-1.900e+00,1.51,3.300e-01,-4.900e-01,5541.00,182.00,-126.00,3.869,0.294,-0.126,1.9670,0.4260,-0.6390,1.0460,0.1550,-0.1400
3652,9956082,K04139.01,Kepler-1557 b,CONFIRMED,3.740317080,1.9250000e-05,-1.9250000e-05,134.7030500,3.910000e-03,-3.910000e-03,2.39400,0.10500,-0.10500,1.6560e+02,1.220e+01,-1.220e+01,1.38,4.100e-01,-1.700e-01,6260.00,168.00,-224.00,4.433,0.065,-0.195,1.0630,0.3130,-0.1340,1.1180,0.1450,-0.1450
3653,3241647,K07650.01,,FALSE POSITIVE,0.851678507,8.3830000e-06,-8.3830000e-06,131.6231700,7.810000e-03,-7.810000e-03,2.02800,0.28000,-0.28000,6.7900e+01,9.200e+00,-9.200e+00,0.85,2.200e-01,-1.400e-01,5403.00,164.00,-164.00,4.389,0.124,-0.186,1.0290,0.2720,-0.1680,0.9450,0.0820,-0.0740
3654,7761585,K04140.01,,FALSE POSITIVE,205.306270000,1.7300000e-02,-1.7300000e-02,186.4340000,3.480000e-02,-3.480000e-02,7.86000,1.40000,-1.40000,6.7100e+02,1.480e+02,-1.480e+02,2.48,8.400e-01,-2.400e-01,6045.00,157.00,-198.00,4.494,0.044,-0.256,0.9550,0.3240,-0.0900,1.0380,0.1230,-0.1340
3655,3241248,K04141.01,,FALSE POSITIVE,0.978046982,8.0600000e-07,-8.0600000e-07,131.6863900,7.450000e-04,-7.450000e-04,2.61370,0.03210,-0.03210,8.3880e+02,9.600e+00,-9.600e+00,129.67,3.967e+01,-5.952e+01,5100.00,123.00,-138.00,3.368,0.372,-0.248,4.5690,1.3980,-2.0970,1.7780,0.2010,-0.8060
3656,9716302,K04142.01,,FALSE POSITIVE,1.332566763,9.1480000e-06,-9.1480000e-06,132.0454700,6.610000e-03,-6.610000e-03,4.00100,0.17800,-0.17800,3.8490e+02,2.510e+01,-2.510e+01,1.49,2.000e-01,-1.300e-01,5134.00,179.00,-179.00,4.599,0.033,-0.083,0.7520,0.1050,-0.0650,0.8250,0.0730,-0.0900
3657,2708286,K04071.01,,FALSE POSITIVE,1.891310050,1.7270000e-05,-1.7270000e-05,132.6620400,8.780000e-03,-8.780000e-03,5.68700,0.39100,-0.39100,1.5560e+02,9.500e+00,-9.500e+00,6.40,1.240e+00,-1.230e+00,5706.00,79.00,-68.00,4.255,0.198,-0.132,1.1200,0.2160,-0.2160,0.8240,0.0750,-0.0340
3658,6755944,K04072.01,Kepler-1547 b,CONFIRMED,0.692978457,1.4890000e-06,-1.4890000e-06,131.8014200,1.700000e-03,-1.700000e-03,1.13660,0.05480,-0.05480,6.1000e+01,3.500e+00,-3.500e+00,2.24,4.100e-01,-8.200e-01,6105.00,181.00,-163.00,3.805,0.320,-0.100,2.3040,0.4240,-0.8470,1.2350,0.2300,-0.2530
3659,10419797,K04073.01,,FALSE POSITIVE,87.140633000,,,169.2620000,,,18.11000,,,,,,,,,,,,,,,,,,,,
3660,6515335,K04074.01,,FALSE POSITIVE,185.532850000,1.5810000e-02,-1.5810000e-02,310.2503000,5.310000e-02,-5.310000e-02,31.46000,1.80000,-1.80000,8.7700e+02,5.350e+01,-5.350e+01,28.39,9.820e+00,-2.220e+00,5817.00,158.00,-170.00,4.544,0.028,-0.255,0.8700,0.3010,-0.0680,0.9650,0.0890,-0.1110
3661,7777471,K04075.01,,FALSE POSITIVE,0.885131111,5.6330000e-06,-5.6330000e-06,131.8742000,5.680000e-03,-5.680000e-03,3.37700,0.21000,-0.21000,9.3200e+01,5.000e+00,-5.000e+00,0.90,2.700e-01,-9.000e-02,5904.00,159.00,-177.00,4.543,0.036,-0.204,0.8670,0.2620,-0.0820,0.9580,0.1190,-0.1190
3662,10294509,K04143.01,,FALSE POSITIVE,1.854473730,1.4050000e-05,-1.4050000e-05,132.5036900,6.420000e-03,-6.420000e-03,2.66500,0.24800,-0.24800,3.0680e+02,2.230e+01,-2.230e+01,1.33,2.200e-01,-1.000e-01,5341.00,159.00,-159.00,4.609,0.032,-0.097,0.7430,0.1220,-0.0570,0.8260,0.0780,-0.0960
3663,3112129,K04144.01,,CANDIDATE,0.487656278,8.4600000e-07,-8.4600000e-07,132.1669200,1.450000e-03,-1.450000e-03,1.01290,0.05210,-0.05210,1.0980e+02,5.500e+00,-5.500e+00,0.99,1.100e-01,-6.000e-02,5957.00,71.00,-89.00,4.506,0.024,-0.090,0.9370,0.1090,-0.0510,1.0260,0.0490,-0.0730
3664,3003019,K07642.01,,FALSE POSITIVE,0.502622858,1.4330000e-06,-1.4330000e-06,131.6112300,2.420000e-03,-2.420000e-03,3.08500,0.97700,-0.97700,1.4600e+02,1.550e+01,-1.550e+01,1.41,4.400e-01,-1.900e-01,6029.00,190.00,-211.00,4.385,0.090,-0.210,1.0980,0.3410,-0.1460,1.0650,0.1590,-0.1300
3665,9334893,K02298.02,Kepler-1178 b,CONFIRMED,31.805512800,6.0150000e-04,-6.0150000e-04,150.6791000,1.490000e-02,-1.490000e-02,3.97900,0.31200,-0.31200,1.4170e+02,1.410e+01,-1.410e+01,0.63,4.000e-02,-4.000e-02,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,0.5340,0.0360,-0.0200
3666,3103212,K04145.01,,CANDIDATE,3.254246520,3.3400000e-05,-3.3400000e-05,133.5121000,9.750000e-03,-9.750000e-03,5.37800,0.23500,-0.23500,8.2100e+01,5.200e+00,-5.200e+00,0.96,1.400e-01,-8.000e-02,5692.00,77.00,-86.00,4.421,0.076,-0.114,1.0040,0.1500,-0.0810,0.9680,0.0610,-0.0610
3667,10000941,K04146.01,Kepler-1558 b,CONFIRMED,3.504723440,1.5510000e-05,-1.5510000e-05,133.7222500,3.460000e-03,-3.460000e-03,1.94640,0.09970,-0.09970,9.0700e+01,5.600e+00,-5.600e+00,0.80,1.000e-01,-8.000e-02,5115.00,154.00,-139.00,4.477,0.095,-0.105,0.8540,0.1030,-0.0930,0.7980,0.0920,-0.0570
3668,9455677,K04076.01,Kepler-1548 b,CONFIRMED,124.827797000,1.2630000e-03,-1.2630000e-03,208.7919100,6.030000e-03,-6.030000e-03,6.47900,0.21800,-0.21800,6.4750e+02,4.310e+01,-4.310e+01,2.57,4.600e-01,-3.800e-01,5349.00,80.00,-80.00,4.353,0.140,-0.140,1.0320,0.1860,-0.1520,0.8750,0.0610,-0.0350
3669,6871071,K02220.05,,CANDIDATE,11.929456800,1.2400000e-04,-1.2400000e-04,133.7407800,8.280000e-03,-8.280000e-03,3.19300,0.25700,-0.25700,1.3230e+02,1.300e+01,-1.300e+01,1.05,4.200e-01,-1.100e-01,5975.00,166.00,-168.00,4.480,0.067,-0.278,0.9000,0.3610,-0.0940,0.8910,0.1180,-0.0850
3670,7690855,K04077.01,,FALSE POSITIVE,0.786260569,4.4500000e-07,-4.4500000e-07,132.1668160,4.510000e-04,-4.510000e-04,4.55600,0.03340,-0.03340,8.7710e+02,4.500e+00,-4.500e+00,15.72,1.240e+00,-1.840e+00,4223.00,119.00,-149.00,4.681,0.068,-0.027,0.5570,0.0440,-0.0650,0.5440,0.0560,-0.0460
3671,5649837,K04078.01,,FALSE POSITIVE,0.597934463,7.8600000e-07,-7.8600000e-07,131.9550700,1.140000e-03,-1.140000e-03,3.12250,0.07100,-0.07100,5.1500e+02,8.900e+00,-8.900e+00,23.20,6.990e+00,-2.340e+00,6052.00,179.00,-197.00,4.539,0.050,-0.200,0.8630,0.2600,-0.0870,0.9400,0.1090,-0.1200
3672,10141938,K04079.01,,FALSE POSITIVE,360.764580000,3.2170000e-02,-3.2170000e-02,148.5386000,4.740000e-02,-4.740000e-02,21.22000,2.70000,-2.70000,3.8370e+02,5.490e+01,-5.490e+01,60.30,1.641e+01,-4.080e+00,5513.00,181.00,-140.00,4.616,0.030,-0.162,0.7240,0.1970,-0.0490,0.7910,0.1000,-0.0740
3673,8029197,K04147.01,,FALSE POSITIVE,2.152927880,1.0570000e-05,-1.0570000e-05,132.3651400,4.310000e-03,-4.310000e-03,3.04300,0.11600,-0.11600,4.1400e+01,2.300e+00,-2.300e+00,1.02,2.500e-01,-3.700e-01,5851.00,176.00,-132.00,3.969,0.357,-0.153,1.5550,0.3750,-0.5620,0.8210,0.1200,-0.0450
3674,12257886,K04148.01,,FALSE POSITIVE,2.615854310,1.8450000e-05,-1.8450000e-05,132.4284400,5.410000e-03,-5.410000e-03,6.51900,0.20200,-0.20200,1.6980e+02,7.200e+00,-7.200e+00,1.28,3.900e-01,-1.300e-01,6131.00,164.00,-200.00,4.497,0.052,-0.208,0.9450,0.2880,-0.0960,1.0230,0.1380,-0.1380
3675,10875007,K04149.01,,CANDIDATE,9.546992160,8.4110000e-05,-8.4110000e-05,140.1581900,7.510000e-03,-7.510000e-03,5.06300,0.17500,-0.17500,1.4300e+02,8.900e+00,-8.900e+00,1.71,5.900e-01,-2.000e-01,6274.00,177.00,-243.00,4.357,0.073,-0.218,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
3676,10875007,K04149.02,,CANDIDATE,14.708641000,2.0910000e-04,-2.0910000e-04,133.8512500,8.920000e-03,-8.920000e-03,5.39400,0.26900,-0.26900,1.3060e+02,1.120e+01,-1.120e+01,1.82,6.200e-01,-2.100e-01,6274.00,177.00,-243.00,4.357,0.073,-0.218,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
3677,11465651,K04150.01,Kepler-1941 b,CONFIRMED,31.335109400,3.1840000e-04,-3.1840000e-04,136.9753800,8.080000e-03,-8.080000e-03,6.07100,0.25400,-0.25400,2.6490e+02,1.830e+01,-1.830e+01,1.99,5.700e-01,-2.500e-01,6404.00,173.00,-192.00,4.393,0.060,-0.180,1.1420,0.3270,-0.1400,1.1750,0.1570,-0.1570
3678,5036480,K04080.01,,FALSE POSITIVE,1.061002863,5.0790000e-06,-5.0790000e-06,132.5246300,3.870000e-03,-3.870000e-03,1.96200,0.12800,-0.12800,1.4240e+02,1.080e+01,-1.080e+01,1.06,2.700e-01,-9.000e-02,5767.00,156.00,-173.00,4.538,0.044,-0.176,0.8810,0.2300,-0.0770,0.9790,0.1020,-0.1140
3679,10275077,K04081.01,,FALSE POSITIVE,363.357550000,1.7920000e-02,-1.7920000e-02,135.9933000,3.640000e-02,-3.640000e-02,19.85000,1.80000,-1.80000,3.9530e+02,3.990e+01,-3.990e+01,3.45,2.700e+00,-1.980e+00,5086.00,138.00,-137.00,3.890,0.676,-0.416,1.7830,1.3980,-1.0250,0.9010,0.2760,-0.1360
3680,6592832,K04082.01,,FALSE POSITIVE,0.924821319,3.5300000e-06,-3.5300000e-06,132.0918700,3.500000e-03,-3.500000e-03,2.59400,0.10600,-0.10600,1.2240e+02,6.000e+00,-6.000e+00,1.10,3.300e-01,-1.200e-01,6135.00,183.00,-201.00,4.455,0.070,-0.210,0.9740,0.2930,-0.1040,0.9870,0.1400,-0.1150
3681,8524346,K04083.01,,FALSE POSITIVE,4.469745200,3.0020000e-05,-3.0020000e-05,133.0089200,7.020000e-03,-7.020000e-03,5.33000,0.30400,-0.30400,2.4150e+02,1.020e+01,-1.020e+01,2.43,7.000e-01,-4.800e-01,6102.00,183.00,-183.00,4.316,0.175,-0.193,1.1250,0.3280,-0.2190,0.9550,0.1410,-0.1020
